1242,0
1254,0
1422,0
1575,0
1620,0
1947,0
2538,0
3064,0
4688,0
5170,0
5522,0
5621,0
6114,0
7087,0
8474,0
8924,0
9063,0
9952,0
10798,0
11315,0
12744,0
12854,0
14104,0
14425,0
15282,0
15450,0
15705,0
15962,0
16182,0
16299,0
17057,0
17553,0
17629,0
19422,0
20890,0
22434,0
22480,0
22647,0
23333,0
24023,0
24800,0
24850,0
25095,0
26652,0
27163,0
27366,0
27660,0
28506,0
28844,0
30071,0
30283,0
31920,0
32096,0
32397,0
32676,0
33123,0
33694,0
33720,0
34192,0
34608,0
35129,0
35287,0
35616,0
36407,0
37432,0
38519,0
38525,0
38939,0
39372,0
39695,0
39955,0
40329,0
40820,0
41306,0
42377,0
42834,0
43615,0
43793,0
44448,0
45655,0
46856,0
47215,0
47439,0
47487,0
47850,0
48234,0
48326,0
48487,0
48683,0
49913,0
51195,0
52950,0
53152,0
55879,0
55941,0
57019,0
57258,0
58281,0
58630,0
59045,0
59478,0
60140,0
62142,0
62219,0
62443,0
62666,0
63264,0
64552,0
65237,0
66127,0
66564,0
66585,0
66941,0
68196,0
69523,0
70526,0
70834,0
70943,0
71052,0
71866,0
72008,0
73395,0
73854,0
73882,0
75756,0
75977,0
76528,0
76619,0
76996,0
77520,0
77926,0
78291,0
78322,0
78725,0
79005,0
80061,0
80729,0
81135,0
81956,0
82606,0
83651,0
84104,0
84784,0
88805,0
88826,0
90599,0
90642,0
90674,0
91002,0
91115,0
91418,0
93838,0
94098,0
94715,0
97030,0
97349,0
98335,0
98454,0
98816,0
99895,0
100554,0
100771,0
101273,0
104521,0
105082,0
106069,0
106698,0
106909,0
107078,0
107745,0
107818,0
108070,0
108226,0
108888,0
109690,0
110156,0
111166,0
111271,0
111460,0
111530,0
111607,0
111713,0
111770,0
111877,0
112299,0
112759,0
113456,0
114557,0
115742,0
115744,0
116361,0
116738,0
116742,0
118265,0
118294,0
120343,0
120803,0
121300,0
121540,0
121604,0
121932,0
122764,0
123503,0
125310,0
126177,0
126390,0
127116,0
127373,0
128557,0
128717,0
128793,0
130699,0
130897,0
131119,0
131175,0
131594,0
132413,0
133443,0
133663,0
134166,0
134423,0
135064,0
135829,0
135847,0
136006,0
136008,0
136723,0
136888,0
137768,0
138087,0
138088,0
139426,0
139481,0
139506,0
140171,0
140405,0
140836,0
141336,0
141377,0
142056,0
143725,0
144785,0
144904,0
144959,0
145060,0
145348,0
145384,0
145415,0
145860,0
146505,0
146917,0
147168,0
147173,0
147235,0
147406,0
147454,0
148423,0
148563,0
149996,0
151135,0
151201,0
152502,0
152595,0
152983,0
153387,0
153704,0
154180,0
154733,0
155417,0
155485,0
155625,0
155885,0
156334,0
157739,0
157882,0
158982,0
159324,0
159978,0
160106,0
160411,0
160498,0
161671,0
162754,0
163011,0
163642,0
163946,0
164005,0
164169,0
164963,0
165267,0
165518,0
166012,0
166120,0
166284,0
166338,0
166798,0
167060,0
167156,0
167195,0
167817,0
168008,0
168639,0
169025,0
169893,0
170327,0
170521,0
170590,0
171258,0
172186,0
172230,0
172342,0
173319,0
173556,0
173703,0
174133,0
174711,0
175432,0
175865,0
175946,0
177879,0
178720,0
179146,0
179852,0
180511,0
181437,0
182230,0
182622,0
182765,0
183489,0
183730,0
183984,0
184538,0
184583,0
185340,0
186037,0
186299,0
186445,0
186577,0
186706,0
187029,0
187178,0
187753,0
188922,0
189069,0
189181,0
190009,0
190052,0
190078,0
190189,0
191021,0
191084,0
191165,0
191971,0
192318,0
192625,0
192705,0
194245,0
194283,0
195748,0
196069,0
196268,0
196584,0
196632,0
196764,0
197212,0
198016,0
198592,0
199382,0
199594,0
200522,0
200858,0
200907,0
201071,0
201339,0
201585,0
201633,0
201749,0
201991,0
202650,0
202802,0
202977,0
203057,0
203178,0
203270,0
203401,0
203485,0
203728,0
204687,0
205916,0
206234,0
206380,0
206962,0
207422,0
207611,0
208079,0
208449,0
209350,0
209860,0
210068,0
211215,0
211325,0
211888,0
212087,0
212264,0
212449,0
212637,0
212869,0
212936,0
214269,0
214445,0
214610,0
214969,0
215502,0
215859,0
216125,0
216256,0
217893,0
217938,0
217960,0
218367,0
218539,0
218992,0
219537,0
221116,0
221396,0
221819,0
221964,0
223244,0
223293,0
223319,0
223320,0
223996,0
224095,0
224784,0
225377,0
225613,0
225643,0
226073,0
227146,0
228231,0
228956,0
229718,0
229770,0
229979,0
231177,0
231350,0
232297,0
233392,0
234103,0
234306,0
234770,0
236486,0
238637,0
239214,0
241694,0
242397,0
242720,0
242770,0
242836,0
243755,0
244011,0
244482,0
244682,0
245729,0
245852,0
246168,0
246516,0
248446,0
248497,0
249395,0
249627,0
250039,0
250513,0
251092,0
251775,0
252474,0
253538,0
254862,0
255632,0
256251,0
256498,0
256877,0
257276,0
257312,0
258616,0
258919,0
258944,0
259126,0
259661,0
260101,0
260597,0
261292,0
261454,0
261964,0
261990,0
262006,0
263150,0
264410,0
66564,0
161671,0
27660,0
199594,0
256877,1
121932,0
27163,0
202802,0
207611,0
9063,0
140171,1
133443,0
24800,0
177879,0
90674,0
214610,0
163011,0
22480,0
91115,0
194245,0
111271,1
145060,0
26652,0
196268,0
204687,0
126390,0
181437,0
31920,0
15450,0
70834,0
116742,0
8924,1
228956,0
256498,1
201749,0
4688,0
136008,1
216256,0
229718,0
261292,0
261964,0
84104,0
229718,0
186037,1
11315,0
182622,1
5522,0
114557,0
229979,1
44448,0
147406,0
199382,0
214969,0
146917,0
219537,0
260101,1
48234,-1
217960,0
172342,0
99895,0
105082,0
172230,0
76619,0
70943,0
90674,0
223319,0
146917,0
47215,0
5522,0
136888,1
147168,0
27366,0
42834,0
97030,0
188922,0
57258,0
66585,0
154733,0
108888,1
227146,0
188922,0
234306,0
231177,0
203270,0
183984,0
202802,0
196584,0
165267,0
76996,0
196069,0
48234,-1
154180,1
111877,0
108226,0
184583,0
166798,1
46856,0
98454,0
153387,0
45655,0
239214,0
127373,0
40820,0
140405,0
264410,0
157739,0
168639,0
249395,0
225613,0
248497,-1
216125,0
164963,0
144904,0
137768,-1
145060,1
223244,0
182765,0
108070,0
159324,0
110156,0
94098,0
202802,0
107078,0
